"SOG" "COG" "Heading" "ROT" "BaseDateTime" "Status" "VoyageID" "MMSI" "ReceiverType" "ReceiverID" "coords.x1" "coords.x2" "monthday" "keep"
10.6000003814697 262 262 0 2012-12-12 23:44:26 0 115 372370300 "r" "17MADA1" -174.662557 52.468142 "12-12" 2
16.2999992370605 274.5 273 0 2012-12-13 01:09:06 0 111 477596000 "r" "17MADA1" -177.621688 52.278077 "12-13" 2
18.2000007629395 258 260 0 2012-12-13 03:41:26 0 113 351030095 "r" "17MADA1" -177.99745 52.1532 "12-13" 1
17.2000007629395 273.200012207031 272 0 2012-12-13 03:59:43 0 112 538293070 "r" "17MADA1" -178.173438 52.273148 "12-13" 1
0.100000001490116 12 511 128 2012-12-13 03:59:46 15 46 303940600 "r" "17MADP1" -176.638302 51.861628 "12-13" 1
10.1999998092651 255.5 253 0 2012-12-13 04:00:16 0 115 372370300 "r" "17MADA1" -175.798855 52.322235 "12-13" 1
8.30000019073486 261 252 0 2012-12-13 04:04:02 0 116 354001509 "r" "17MADA1" -174.955333 51.642533 "12-13" 1
17.1000003814697 274.700012207031 273 0 2012-12-13 04:14:26 0 112 538293070 "r" "17MADA1" -178.2855 52.277915 "12-13" 1
12.3999996185303 250 250 0 2012-12-13 09:17:47 0 113 351030095 "r" "17MADA1" -179.711233 51.8163 "12-13" 1
10.5 264.200012207031 265 0 2012-12-13 11:22:59 0 120 373010028 "r" "17MADA1" -175.232035 51.196508 "12-13" 1
0 294 511 128 2012-12-13 11:59:56 15 46 303940600 "r" "17MADA1" -176.638268 51.861643 "12-13" 1
15.6999998092651 259 261 0 2012-12-13 12:00:02 0 116 354001509 "r" "17MADA1" -176.791917 51.40975 "12-13" 1
8.80000019073486 256 255 0 2012-12-13 12:00:28 0 115 372370300 "r" "17MADA1" -177.73424 52.067173 "12-13" 1
10.6999998092651 266.399993896484 265 0 2012-12-13 12:02:07 0 120 373010028 "r" "17MADA1" -175.409663 51.188322 "12-13" 1
9.5 259 259 127 2012-12-13 15:40:06 0 123 353060089 "r" "17MADA1" -174.930117 51.621383 "12-13" 2
15.8000001907349 265.200012207031 263 0 2012-12-13 16:19:54 0 124 356005406 "r" "17MADA1" -175.218577 51.277017 "12-13" 2
8 281 277 0 2012-12-13 17:52:30 0 125 441000187 "r" "17MADA1" -174.106617 52.752633 "12-13" 2
12.1000003814697 276.799987792969 272 0 2012-12-13 18:25:34 0 127 636642410 "r" "17MADA1" -174.468137 52.70059 "12-13" 2
12.6999998092651 274.200012207031 274 0 2012-12-14 01:40:09 0 127 636642410 "r" "17MADA1" -177.023873 52.830388 "12-14" 2
9.80000019073486 260 257 0 2012-12-14 03:40:38 0 123 353060089 "r" "17MADA1" -178.046917 51.241133 "12-14" 2
8.19999980926514 28 511 128 2012-12-14 04:00:16 15 46 303940600 "r" "17MADP1" -176.476835 51.933293 "12-14" 1
9.69999980926514 254 252 0 2012-12-14 04:00:46 0 130 353749000 "r" "17MADP1" -176.397578 52.589807 "12-14" 1
10 281 276 0 2012-12-14 04:26:34 0 125 441000187 "r" "17MADA1" -176.7687 52.9474 "12-14" 1
9.19999980926514 275 278 0 2012-12-14 05:01:31 0 125 441000187 "r" "17MADA1" -176.923767 52.957083 "12-14" 1
9.5 51 511 128 2012-12-14 07:26:56 15 46 303940600 "r" "17MADA1" -175.931007 52.30629 "12-14" 1
11.6999998092651 281 279 14 2012-12-14 08:22:54 0 132 308330700 "r" "17MADP1" -174.382667 52.789 "12-14" 2
10.8000001907349 249.399993896484 246 0 2012-12-14 11:28:06 0 130 353749000 "r" "17MADA1" -178.413412 52.201028 "12-14" 1
